pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,ttv_flag,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_rvamp,pl_rvamperr1,pl_rvamperr2,pl_rvamplim,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_age,st_ageerr1,st_ageerr2,st_agelim,st_dens,st_denserr1,st_denserr2,st_denslim,st_vsin,st_vsinerr1,st_vsinerr2,st_vsinlim,Mass_Ratio_q,Mass_Ratio_q_err1,Mass_Ratio_q_err2,a_over_Rs,a_over_Rs_err1,a_over_Rs_err2,Hill_Radius_AU,Hill_Radius_AU_err1,Hill_Radius_AU_err2,v_esc_over_v_orb,v_esc_over_v_orb_err1,v_esc_over_v_orb_err2,Safronov_Number,Safronov_Number_err1,Safronov_Number_err2,log_g_p_cgs,log_g_p_cgs_err1,log_g_p_cgs_err2,pl_type,GMM_cluster_final,first_gmm_max_probs,GMM_2nd_cluster,GMM_2nd_prob
GJ 1214 b,GJ 1214,1,1,1,Transit,2009,MEarth Project,Published Confirmed,0,<a refstr=MAHAJAN_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJ...963L..37M/abstract target=ref>Mahajan et al. 2024</a>,1.580404531,1.8e-08,-1.70E-08,0,0.01505,0.00011,-0.00011,0,2.733,0.033,-0.031,0,0.24382235,0.00294407,-0.00276564,0,0.02646082,0.00113269,-0.00110122,0,2.26,0.11,-0.11,0,0.0062,0.0079,-0.0044,0,567,7.6,-7.6,0,88.98,0.094,-0.085,0,0,14.97,0.12,-0.14,0,14.38,0.57,-0.56,0,<a refstr=MAHAJAN_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJ...963L..37M/abstract target=ref>Mahajan et al. 2024</a>,,3101,43,-43,0,0.2162,0.0025,-0.0024,0,0.182,0.0042,-0.0041,0,0.24,0.11,-0.11,0,[Fe/H],5.0286,0.0078,-0.0088,0,,,,,25.41,0.62,-0.71,0,,,,,0.000138737,6.71102598795618e-06,-6.60E-06,14.968917695419078,0.1989512355255816,-0.204769381,0.000540207,1.5811550235221008e-05,-1.55E-05,0.189312911,0.00806033,-0.007846431,3.623388729542314e+74,3.623388729542314e+74,-3.62E+74,3.042643311359799,0.021039857,-0.020896578,HSubN,B,0.999963111,A,3.688943179463641e-05
GJ 3090 b,GJ 3090,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=ALMENARA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220714121A/abstract target=ref>Almenara et al. 2022</a>,2.8531054,2.3e-06,-2.30E-06,0,0.03165,0.00027,-0.00027,0,2.13,0.11,-0.11,0,0.1900262,0.00981356,-0.00981356,0,0.01050882,0.00226537,-0.00226537,0,1.89,0.52,-0.45,0,0.32,,,1,693,18,-18,0,87.14,0.79,-0.3,0,0,13.18,0.42,-0.42,0,2.38,0.51,-0.51,0,<a refstr=ALMENARA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220714121A/abstract target=ref>Almenara et al. 2022</a>,M2 V,3556,70,-70,0,0.516,0.016,-0.016,0,0.519,0.013,-0.013,0,-0.06,0.12,-0.12,0,[Fe/H],4.727,0.029,-0.029,0,,,,,5.32,0.52,-0.47,0,1.468,0.05,-0.05,1,1.932181948694699e-05,4.193198358936147e-06,-4.19E-06,13.189660071335211,0.4241773610540615,-0.424177361,0.000588865,5.03353657609198e-05,-5.48E-05,0.1160529532899289,0.017579834,-0.017477907,1.3616542863006858e+74,1.3616542863006858e+74,-1.36E+74,2.8581140241698346,0.1038116741051505,-0.103811674,HSubN,B,0.999997677,A,2.323297692506289e-06
GJ 9827 d,GJ 9827,1,1,3,Transit,2017,K2,Published Confirmed,0,<a refstr=PIAULET_GHORAYEB_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJ...974L..10P/abstract target=ref>Piaulet-Ghorayeb et al. 2024</a>,6.20183,3e-06,-3.00E-06,0,0.053,0.003,-0.003,0,1.98,0.11,-0.1,0,0.17664407,0.00981356,-0.00892142,0,0.00950198,0.00182488,-0.00179342,0,,,,,,,,,675,14,-12,0,87.41,0.09,-0.11,0,0,19.739,0.619,-0.853,0,,,,,<a refstr=PIAULET_GHORAYEB_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJ...974L..10P/abstract target=ref>Piaulet-Ghorayeb et al. 2024</a>,K7 V,4236,12,-12,0,0.58,0.03,-0.03,0,0.62,0.04,-0.04,0,-0.29,0.03,-0.03,0,[Fe/H],4.7,0.05,-0.05,0,5.465,4.058,-4.058,0,,,,,,,,,1.4624594982078851e-05,2.962934769224853e-06,-2.92E-06,19.649769767983624,1.506686844375671,-1.506686844,0.000898663,0.000130764,-0.000124273,0.135513449,0.025856146,-0.023674683,1.8566039106993888e+74,1.8566039106993888e+74,-1.86E+74,2.8778030251222138,0.09424015,-0.095118538,HSubN,B,0.999999935,A,6.470277388923895e-08
HAT-P-12 b,HAT-P-12,1,1,1,Transit,2009,HATNet,Published Confirmed,0,<a refstr=HARTMAN_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...706..785H/abstract target=ref> Hartman et al. 2009 </a>,3.2130598,2.1e-06,-2.10E-06,0,0.0384,0.0003,-0.0003,0,10.749,0.325,-0.235,0,0.959,0.029,-0.021,0,0.211,0.012,-0.012,0,0.3192,0.016,-0.016,0,0,,,0,963,16,-16,0,89,0.4,-0.4,0,0,11.77,0.15,-0.21,0,35.8,1.9,-1.9,0,<a refstr=HARTMAN_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...706..785H/abstract target=ref> Hartman et al. 2009 </a>,K4,4650,60,-60,0,0.701,0.017,-0.012,0,0.733,0.018,-0.018,0,-0.29,0.05,-0.05,0,[Fe/H],4.61,0.01,-0.01,0,2.5,2,-2,0,,,,,0.5,0.4,-0.4,0,0.000274688,1.7016162203097326e-05,-1.70E-05,11.779389881638933,0.2216513283220453,-0.300120165,0.001730762,6.0767134905811114e-05,-6.03E-05,0.2145499080092351,0.012142125,-0.012539675,4.653836583986412e+74,4.653836583986412e+74,-4.65E+74,2.7548322793197215,0.031174011,-0.036054862,HJ,A1,0.9951017533968374,B,0.004898247
HAT-P-18 b,HAT-P-18,1,1,1,Transit,2010,HATNet,Published Confirmed,0,<a refstr=HARTMAN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...726...52H/abstract target=ref> Hartman et al. 2011 </a>,5.508023,6e-06,-6.00E-06,0,0.0559,0.0007,-0.0007,0,11.153,0.583,-0.583,0,0.995,0.052,-0.052,0,0.197,0.013,-0.013,0,0.25,0.04,-0.04,0,0.084,0.048,-0.048,0,852,28,-28,0,88.8,0.3,-0.3,0,0,16.04,0.75,-0.75,0,27.1,1.6,-1.6,0,<a refstr=HARTMAN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...726...52H/abstract target=ref> Hartman et al. 2011 </a>,K2,4803,80,-80,0,0.749,0.037,-0.037,0,0.77,0.031,-0.031,0,0.1,0.08,-0.08,0,[Fe/H],4.57,0.04,-0.04,0,12.4,4.4,-6.4,0,,,,,0.5,0.5,-0.5,0,0.000244139,1.8872276652641864e-05,-1.89E-05,16.048689709992317,0.8178678053333712,-0.817867805,0.002422425,0.000117698,-0.000114717,0.2395879093058776,0.021401318,-0.019664411,5.803423440768783e+74,5.803423440768783e+74,-5.80E+74,2.693007103033498,0.0536835,-0.0536835,HJ,A1,0.998549214,B,0.001450786
HAT-P-19 b,HAT-P-19,1,1,1,Transit,2010,HATNet,Published Confirmed,0,<a refstr=KANG_ET_AL__2024 href=https://arxiv.org/abs/2401.03715 target=ref>Kang et al. 2024</a>,4.00878322,1.9e-07,-1.90E-07,0,0.04599,0.00063,-0.00058,0,11.29865255,0.15692573,-0.14571675,0,1.008,0.014,-0.013,0,0.277,0.017,-0.016,0,0.335,0.019,-0.019,0,,,,,981.2,7.7,-8.1,0,89.52,0.2,-0.2,0,0,12.84,0.06,-0.06,0,40.9,2.2,-2.2,0,<a refstr=KANG_ET_AL__2024 href=https://arxiv.org/abs/2401.03715 target=ref>Kang et al. 2024</a>,,4962,39,-41,0,0.773,0.011,-0.01,0,0.807,0.034,-0.03,0,0.166,0.07,-0.068,0,[Fe/H],4.5687,0.0066,-0.0067,0,7.2,4,-4,0,2.468,0.018,-0.033,0,,,,,0.000327542,2.3502088001897317e-05,-2.34E-05,12.793621732166974,0.2410531421750791,-0.243263571,0.00219809,0.000103675,-9.94E-05,0.2500848249079982,0.016000261,-0.01541603,6.323086794528784e+74,6.323086794528784e+74,-6.32E+74,2.8297457432087914,0.0289118,-0.027835609,HJ,A1,0.9986603843397454,B,0.001339616
HAT-P-23 b,HAT-P-23,1,1,1,Transit,2010,HATNet,Published Confirmed,0,<a refstr=BAKOS_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010arXiv1008.3388B/abstract target=ref> Bakos et al. 2010 </a>,1.212884,2e-06,-2.00E-06,0,0.0232,0.0002,-0.0002,0,15.334,1.009,-1.009,0,1.368,0.09,-0.09,0,2.09,0.111,-0.111,0,1.01,0.18,-0.18,0,0.106,0.044,-0.044,0,2056,66,-66,0,85.1,1.5,-1.5,0,0,4.14,0.23,-0.23,0,368.5,17.6,-17.6,0,<a refstr=BAKOS_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010arXiv1008.3388B/abstract target=ref> Bakos et al. 2010 </a>,G0,5905,80,-80,0,1.203,0.074,-0.074,0,1.13,0.035,-0.035,0,0.15,0.04,-0.04,0,[Fe/H],4.33,0.05,-0.05,0,4,1,-1,0,,,,,8.1,0.5,-0.5,0,0.001764937,0.000108512,-0.000108512,4.146980065527809,0.257585595,-0.257585595,0.001943975,7.19045269359207e-05,-7.06E-05,0.3539302222432198,0.029448713,-0.026794572,1.2664549960116162e+75,1.2664549960116162e+75,-1.27E+75,3.442161129706215,0.061623459,-0.061623459,UHJ,A1,0.9999903211221768,B,5.3702269834442374e-06
HAT-P-25 b,HAT-P-25,1,1,1,Transit,2010,HATNet,Published Confirmed,0,<a refstr=WANG_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018PASP..130f4401W/abstract target=ref>Wang et al. 2018</a>,3.65281514,7.6e-07,-7.50E-07,0,0.0466,0.00081,-0.0008,0,12.722215,0.538032,-0.538032,0,1.135,0.048,-0.048,0,0.569,0.023,-0.022,0,0.483,0.059,-0.051,0,0.023,0.022,-0.014,0,1182,25,-25,0,88.22,0.45,-0.36,0,0,10.9,0.33,-0.31,0,74.5,1.4,-1.4,0,<a refstr=WANG_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018PASP..130f4401W/abstract target=ref>Wang et al. 2018</a>,,5519,78,-76,0,0.919,0.034,-0.034,0,1.012,0.053,-0.051,0,0.294,0.08,-0.08,0,[Fe/H],4.516,0.026,-0.025,0,,,,,1.84,0.17,-0.15,0,,,,,0.000536529,3.466161221633232e-05,-3.49E-05,10.903853189255372,0.4457117843965753,-0.444721836,0.002625487,0.00012821,-0.000121734,0.3036293069364018,0.023939206,-0.021828644,9.320556436803512e+74,9.320556436803512e+74,-9.32E+74,3.039307581700144,0.040712533,-0.040389293,HJ,A1,0.9998977330815724,B,0.000102267
HAT-P-28 b,HAT-P-28,1,1,1,Transit,2011,HATNet,Published Confirmed,0,<a refstr=BUCHHAVE_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011arXiv1103.1813B/abstract target=ref> Buchhave et al. 2011 </a>,3.257215,7e-06,-7.00E-06,0,0.0434,0.0007,-0.0007,0,13.585,1.267,-0.919,0,1.212,0.113,-0.082,0,0.626,0.037,-0.037,0,0.44,0.09,-0.09,0,0.051,0.033,-0.033,0,1384,52,-52,0,88,0.9,-0.9,0,0,8.43,0.57,-0.57,0,84.7,4.2,-4.2,0,<a refstr=BUCHHAVE_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011arXiv1103.1813B/abstract target=ref> Buchhave et al. 2011 </a>,G3,5680,90,-90,0,1.103,0.091,-0.069,0,1.025,0.047,-0.047,0,0.12,0.08,-0.08,0,[Fe/H],4.36,0.06,-0.06,0,6.1,2.6,-1.9,0,,,,,0.2,0.5,-0.2,0,0.00058279,4.3596450751529174e-05,-4.36E-05,8.461041150202428,0.5466043350526368,-0.711269646,0.002513545,0.000130955,-0.000126202,0.295529999,0.029520018,-0.029611202,8.82993708054756e+74,8.82993708054756e+74,-8.83E+74,3.0237561319132507,0.064127523,-0.084953161,HJ,A1,0.9999768817082908,B,2.3118283067166076e-05
HAT-P-37 b,HAT-P-37,1,1,1,Transit,2011,HATNet,Published Confirmed,0,<a refstr=BAKOS_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012arXiv1201.0659B/abstract target=ref> Bakos et al. 2012 </a>,2.797436,7e-06,-7.00E-06,0,0.0379,0.0006,-0.0006,0,13.204,0.863,-0.863,0,1.178,0.077,-0.077,0,1.169,0.103,-0.103,0,0.89,0.19,-0.19,0,0.058,0.038,-0.038,0,1271,47,-47,0,86.9,0.4,-0.5,0,0,9.32,0.42,-0.57,0,177.7,14.8,-14.8,0,<a refstr=BAKOS_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012arXiv1201.0659B/abstract target=ref> Bakos et al. 2012 </a>,,5500,100,-100,0,0.877,0.059,-0.044,0,0.929,0.043,-0.043,0,0.03,0.1,-0.1,0,[Fe/H],4.52,0.05,-0.05,0,,,,,,,,,3.07,0.5,,0,0.001200771,0.00011951,-0.00011951,9.292855985,0.4888923610453042,-0.642251564,0.002793094,0.000171682,-0.000167349,0.4020954345384858,0.045665483,-0.041300188,1.6346047180854034e+75,1.6346047180854034e+75,-1.63E+75,3.3197109686230304,0.068466672,-0.068466672,FHJ,A1,0.9999817738485268,B,1.8223651576124857e-05
HAT-P-38 b,HAT-P-38,1,1,1,Transit,2012,HATNet,Published Confirmed,0,<a refstr=SATO_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012PASJ...64...97S/abstract target=ref> Sato et al. 2012 </a>,4.640382,3.2e-05,-3.20E-05,0,0.0523,0.0009,-0.0009,0,9.247,1.031,-0.706,0,0.825,0.092,-0.063,0,0.267,0.02,-0.02,0,0.59,0.16,-0.16,0,0.067,0.047,-0.047,0,1082,55,-55,0,88.3,0.7,-0.7,0,0,12.17,1.04,-1.04,0,35.4,2.4,-2.4,0,<a refstr=SATO_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012PASJ...64...97S/abstract target=ref> Sato et al. 2012 </a>,,5330,100,-100,0,0.923,0.096,-0.067,0,0.886,0.044,-0.044,0,0.06,0.1,-0.1,0,[Fe/H],4.45,0.08,-0.08,0,,,,,,,,,0.4,0.5,,0,0.000287567,2.584460376384552e-05,-2.58E-05,12.184552344529022,0.9089829516165108,-1.284527638,0.002393541,0.000143232,-0.000138188,0.2762138323917241,0.032066641,-0.032384091,7.71339036881514e+74,7.71339036881514e+74,-7.71E+74,2.987790402628081,0.073876777,-0.102177854,HJ,A1,0.9564122391535432,B,0.043587761
HAT-P-42 b,HAT-P-42,1,1,1,Transit,2012,HATNet,Published Confirmed,0,<a refstr=BOISSE_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...558A..86B/abstract target=ref> Boisse et al. 2013 </a>,4.641878,3.2e-05,-3.20E-05,0,0.0575,0.0011,-0.0011,0,14.348,1.715,-1.715,0,1.28,0.153,-0.153,0,1.044,0.083,-0.083,0,0.61,0.34,-0.15,0,0,,,0,1428,60,-60,0,85.9,1.3,-0.8,0,0,8.08,0.82,-0.54,0,113.5,7.9,-7.9,0,<a refstr=BOISSE_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...558A..86B/abstract target=ref> Boisse et al. 2013 </a>,,5743,50,-50,0,1.53,0.14,-0.14,0,1.178,0.068,-0.068,0,0.27,0.08,-0.08,0,[Fe/H],4.14,0.07,-0.07,0,5.2,1.8,-0.7,0,,,,,3.5,0.5,-0.5,0,0.000845701,8.308863174394221e-05,-8.31E-05,8.081388848961078,0.7554616805183286,-0.755461681,0.003770217,0.000250264,-0.000239516,0.3987395600591757,0.060426842,-0.05056109,1.6074338687090592e+75,1.6074338687090592e+75,-1.61E+75,3.198467597733863,0.1094141434442194,-0.109414143,HJ,A1,0.9999980864835776,B,1.9134992343071045e-06
HAT-P-44 b,HAT-P-44,1,1,2,Transit,2014,HATNet,Published Confirmed,0,<a refstr=HARTMAN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014AJ....147..128H/abstract target=ref> Hartman et al. 2014 </a>,4.301219,1.9e-05,-1.90E-05,0,0.0507,0.0007,-0.0007,0,13.922,1.188,-0.572,0,1.242,0.106,-0.051,0,0.352,0.029,-0.029,0,0.23,0.04,-0.04,0,0.044,0.052,-0.052,0,1108,51,-32,0,89.1,0.4,-0.4,0,0,11.49,0.46,-0.85,0,45.9,3.6,-3.6,0,<a refstr=HARTMAN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014AJ....147..128H/abstract target=ref> Hartman et al. 2014 </a>,,5295,100,-100,0,0.949,0.08,-0.037,0,0.942,0.041,-0.041,0,0.33,0.1,-0.1,0,[Fe/H],4.46,0.06,-0.06,0,7.5,3.6,-3.6,0,,,,,0.2,0.5,-0.5,0,0.000356577,3.3224638779172683e-05,-3.32E-05,11.48818279,0.4751611781666673,-0.981348438,0.002492788,0.000140773,-0.000137559,0.2468151680679214,0.023150511,-0.026193917,6.15882913545363e+74,6.15882913545363e+74,-6.16E+74,2.752486510160364,0.050520467,-0.082313893,HJ,A2,0.999919513,B,8.048692350942562e-05
HAT-P-45 b,HAT-P-45,1,1,1,Transit,2014,HATNet,Published Confirmed,0,<a refstr=HARTMAN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014AJ....147..128H/abstract target=ref> Hartman et al. 2014 </a>,3.128992,2.1e-05,-2.10E-05,0,0.0452,0.0007,-0.0007,0,15.984,1.962,-0.975,0,1.426,0.175,-0.087,0,0.892,0.137,-0.099,0,0.38,0.09,-0.09,0,0.049,0.063,-0.063,0,1652,90,-52,0,87.8,0.9,-0.9,0,0,7.36,0.39,-0.62,0,106.6,13.6,-13.6,0,<a refstr=HARTMAN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014AJ....147..128H/abstract target=ref> Hartman et al. 2014 </a>,,6330,100,-100,0,1.319,0.155,-0.072,0,1.259,0.058,-0.058,0,0.07,0.1,-0.1,0,[Fe/H],4.3,0.06,-0.06,0,2,0.8,-0.8,0,,,,,9.3,0.5,-0.5,0,0.000676084,0.000108409,-8.12E-05,7.368909611876617,0.4181204183911181,-0.873432064,0.002750626,0.000225264,-0.000185536,0.2994758460505904,0.043004002,-0.040945916,9.067301670234716e+74,9.067301670234716e+74,-9.07E+74,3.036312841707786,0.085190263,-0.116985495,HJ,A1,0.999999501,B,4.987788700072629e-07
HAT-P-46 b,HAT-P-46,1,1,1,Transit,2014,HATNet,Published Confirmed,0,<a refstr=HARTMAN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014AJ....147..128H/abstract target=ref> Hartman et al. 2014 </a>,4.463129,4.8e-05,-4.80E-05,0,0.0577,0.0014,-0.0009,0,14.392,3.038,-1.491,0,1.284,0.271,-0.133,0,0.493,0.082,-0.052,0,0.28,0.1,-0.1,0,0.123,0.12,-0.12,0,1458,140,-75,0,85.5,0.8,-2.3,0,0,8.86,0.89,-1.24,0,52.2,6.8,-6.8,0,<a refstr=HARTMAN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014AJ....147..128H/abstract target=ref> Hartman et al. 2014 </a>,,6120,100,-100,0,1.396,0.293,-0.136,0,1.284,0.095,-0.06,0,0.3,0.1,-0.1,0,[Fe/H],4.25,0.11,-0.11,0,2.5,0.7,-1,0,,,,,4.9,0.5,-0.5,0,0.00036639,6.330044447518572e-05,-4.72E-05,8.887916893,0.8923222895197073,-1.870588133,0.002862748,0.000273398,-0.00021128,0.2624998902810525,0.047871782,-0.046512242,6.966469120537559e+74,6.966469120537559e+74,-6.97E+74,2.869903910174917,0.1153806797995342,-0.188960154,HJ,A1,0.9999913759442224,B,8.624054341181e-06
HAT-P-50 b,HAT-P-50,1,1,1,Transit,2015,HATNet,Published Confirmed,0,<a refstr=HARTMAN_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015AJ....150..168H/abstract target=ref>Hartman et al. 2015</a>,3.1220109,6.5e-06,-6.50E-06,0,0.0453,0.00058,-0.0014,0,14.437192,0.717376,-0.717376,0,1.288,0.064,-0.064,0,1.35,0.073,-0.073,0,0.78,0.11,-0.11,0,0.115,,,1,1862,34,-34,0,83.65,0.57,-0.57,0,0,5.68,0.19,-0.19,0,161.3,5.6,-5.6,0,<a refstr=HARTMAN_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015AJ....150..168H/abstract target=ref>Hartman et al. 2015</a>,,6280,49,-49,0,1.698,0.071,-0.071,0,1.273,0.049,-0.115,0,-0.18,0.08,-0.08,0,[Fe/H],4.072,0.029,-0.029,0,3.37,1.44,-0.27,0,0.357,0.037,-0.037,0,8.9,0.5,-0.5,0,0.001011968,0.000106545,-6.72E-05,5.736805241282771,0.2508717825531235,-0.298287721,0.003153407,0.000201153,-0.000191093,0.3859460812689271,0.042949873,-0.032025011,1.5059402299557131e+75,1.5059402299557131e+75,-1.51E+75,3.3046890808107756,0.049135134,-0.049135134,HJ,A1,0.9999968633501628,B,3.136562670356345e-06
HAT-P-51 b,HAT-P-51,1,1,1,Transit,2015,HATNet,Published Confirmed,0,<a refstr=KANG_ET_AL__2024 href=https://arxiv.org/abs/2401.03715 target=ref>Kang et al. 2024</a>,4.21802091,6.6e-07,-6.60E-07,0,0.05042,0.00068,-0.00065,0,13.50682174,0.19055267,-0.17934369,0,1.205,0.017,-0.016,0,0.307,0.021,-0.02,0,0.218,0.014,-0.014,0,,,,,1168.2,6.9,-7,0,89.28,0.3,-0.3,0,0,10.86,0.08,-0.08,0,39.7,2.4,-2.5,0,<a refstr=KANG_ET_AL__2024 href=https://arxiv.org/abs/2401.03715 target=ref>Kang et al. 2024</a>,,5453,31,-32,0,0.995,0.013,-0.013,0,0.961,0.04,-0.036,0,0.302,0.052,-0.059,0,[Fe/H],4.4256,0.0069,-0.0073,0,8.1,2.7,-2.5,0,1.38,0.012,-0.02,0,,,,,0.000304843,2.3774675722773695e-05,-2.36E-05,10.89655839929849,0.2046100220978998,-0.200004226,0.002352816,0.000116131,-0.000112563,0.2310458514041527,0.015653701,-0.015095005,5.396980062198755e+74,5.396980062198755e+74,-5.40E+74,2.719351320018768,0.031867619,-0.030832481,HJ,A1,0.9999681279137812,B,3.1872080947599605e-05
HAT-P-52 b,HAT-P-52,1,1,1,Transit,2015,HATNet,Published Confirmed,0,<a refstr=HARTMAN_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015AJ....150..168H/abstract target=ref>Hartman et al. 2015</a>,2.7535953,9.4e-06,-9.40E-06,0,0.03694,0.00038,-0.00038,0,11.309881,0.807048,-0.807048,0,1.009,0.072,-0.072,0,0.818,0.029,-0.029,0,0.98,0.21,-0.21,0,0.047,,,1,1218,37,-37,0,87.02,0.86,-0.86,0,0,8.89,0.49,-0.49,0,128.4,3.8,-3.8,0,<a refstr=HARTMAN_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015AJ....150..168H/abstract target=ref>Hartman et al. 2015</a>,,5131,50,-50,0,0.893,0.047,-0.047,0,0.887,0.027,-0.027,0,0.28,0.08,-0.08,0,[Fe/H],4.483,0.051,-0.051,0,9.4,4.1,-4.1,0,1.75,0.29,-0.29,0,0.6,0.5,-0.5,0,0.000880017,4.112083226741593e-05,-4.11E-05,8.895185768408433,0.4770262201539527,-0.47702622,0.002454446,8.019614343086076e-05,-7.82E-05,0.3671981530382807,0.028602299,-0.025739255,1.3631870136238676e+75,1.3631870136238676e+75,-1.36E+75,3.2991580095608577,0.063864326,-0.063864326,FHJ,A1,0.9993979578169536,B,0.000602042
HAT-P-53 b,HAT-P-53,1,1,1,Transit,2015,HATNet,Published Confirmed,0,<a refstr=HARTMAN_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015AJ....150..168H/abstract target=ref>Hartman et al. 2015</a>,1.9616241,3.9e-06,-3.90E-06,0,0.03159,0.00042,-0.00042,0,14.773462,1.020019,-1.020019,0,1.318,0.091,-0.091,0,1.484,0.056,-0.056,0,0.8,0.15,-0.15,0,0.134,,,1,1778,48,-48,0,86.2,1.5,-1.5,0,0,5.61,0.28,-0.28,0,226.8,6,-6,0,<a refstr=HARTMAN_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015AJ....150..168H/abstract target=ref>Hartman et al. 2015</a>,,5956,50,-50,0,1.209,0.081,-0.062,0,1.093,0.043,-0.043,0,0,0.08,-0.08,0,[Fe/H],4.31,0.043,-0.043,0,4.67,1.45,-0.83,0,0.87,0.13,-0.13,0,4.1,0.5,-0.5,0,0.001295613,7.06284675139948e-05,-7.06E-05,5.618662104077119,0.2976626461342733,-0.383776986,0.002387816,9.47995415841586e-05,-9.15E-05,0.360501238,0.030401804,-0.027250879,1.3139171643533342e+75,1.3139171643533342e+75,-1.31E+75,3.325790118790382,0.062169818,-0.062169818,FHJ,A1,0.9999960970189102,B,3.895782875233861e-06
HAT-P-54 b,HAT-P-54,1,1,1,Transit,2015,HATNet,Published Confirmed,0,<a refstr=BAKOS_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015AJ....149..149B/abstract target=ref>Bakos et al. 2015</a>,3.799847,1.4e-05,-1.40E-05,0,0.04117,0.00043,-0.00043,0,10.581296,0.313852,-0.313852,0,0.944,0.028,-0.028,0,0.76,0.032,-0.032,0,1.118,0.098,-0.098,0,0.074,,,1,818,12,-12,0,87.04,0.084,-0.084,0,0,14.34,0.22,-0.22,0,132.6,4.9,-4.9,0,<a refstr=BAKOS_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015AJ....149..149B/abstract target=ref>Bakos et al. 2015</a>,,4390,50,-50,0,0.617,0.013,-0.013,0,0.645,0.02,-0.02,0,-0.127,0.08,-0.08,0,[Fe/H],4.667,0.012,-0.012,0,3.9,4.3,-2.1,0,,,,,2.35,0.5,-0.5,0,0.001124386,5.879509187120701e-05,-5.88E-05,14.348460058768042,0.3374236385400172,-0.337423639,0.00296833,0.000104617,-0.000102145,0.4530166444787086,0.026390271,-0.02494641,2.0748312562089013e+75,2.0748312562089013e+75,-2.07E+75,3.3250566420480094,0.031593116,-0.031593116,HJ,A1,0.9996775577465008,B,0.000322441
