ID,rrp,rrpla,tt0,tt0_Myr,mmpla,mmice,mmgas,Mp,Mp_earth,Mp_jup,Mp_Ms_ratio_q,log_Mp_Ms_ratio_q,transit_prob_rrpla,Rp_earth,Rp_m,Rp_jup,Rp_jup_err1,Rp_jup_err2,log_Rp_jup,log_Rp_jup_err1,log_Rp_jup_err2,gp_cgs,log_gp_cgs,G1,gas_frac,IceRock,cluster_map,pred3D_conf_margin
D24-7119,630500750885.6709,14963324934.264486,31990000606148.348,1.0137019483784682,1.9128421846923003e+25,9.085567253639998e+24,3.4075282775875017e+24,2.2535950124510504e+25,3.772212199877892,0.0118735248285092,1.1330291666420564e-05,-4.9457589103054795,0.0464936772446154,1.443227071050157,9204902.2591579,0.1287542978117537,0.0086867393233822,-0.0089056860759025,-0.8902382653176337,0.028354689019346,0.0311287269255525,1775.1834230318184,3.2492432337263053,0.666656219253047,0.15120410982279434,0.9046797570599825,B,35.8150644467743
D24-8237,436664699533.8792,15100817148.847754,24081540288996.85,0.7630979633748083,2.041632434974589e+25,1.0208137056518824e+25,2.3115170598299211e+24,2.2727841409575812e+25,3.8043321967084816,0.0119746266646869,1.1426767928394074e-05,-4.942076592820785,0.0460703545472096,1.4462367087361347,9224097.728319068,0.1290227959536601,0.0088016010520785,-0.0089777395395132,-0.8893335510786966,0.028659652156336,0.0313221688786409,1782.855408012814,3.251116122733126,0.7369470863629846,0.10170420578770938,0.9999950787826674,B,36.63697770917995
D25-0399,300733260567.0839,15017331322.40008,11604130123493.742,0.3677126943586883,2.107535460702633e+25,9.339758046487675e+24,1.1224598679303812e+24,2.219781447495671e+25,3.715612881215344,0.0116953711669951,1.1160288826021474e-05,-4.952324565799496,0.0463264733969266,1.438447542238705,9174418.42439846,0.128327902763924,0.0085497067758217,-0.0087942318669985,-0.8916789032597073,0.0280113152459738,0.0308308397826054,1760.1871822414594,3.2455588541164366,0.8632205334370333,0.05056623340990286,0.7958485960477657,B,39.0754071117774
D25-0635,703133906911.4294,15005134004.344912,41748922273349.05,1.3229435151389537,1.8458954399128816e+25,8.842748829321033e+24,3.740910632983401e+24,2.219986503211222e+25,3.715956116653647,0.0116964515448431,1.1161319774817606e-05,-4.952284449033575,0.046364131089969,1.4384815338736003,9174635.223045822,0.1283309352521376,0.0085492524644439,-0.0088012960725553,-0.8916686406643662,0.0280092327863904,0.0308557508206068,1760.2665883101301,3.2455784456916748,0.5890893517596372,0.1685105124545647,0.9195673662681266,B,34.86638161891544
D25-0705,292508762804.2138,14987701343.43712,10510409748257.434,0.3330547870642075,2.0891650298556807e+25,8.741273506339711e+24,9.880648714270288e+23,2.1879715169983836e+25,3.662367374708552,0.0115277740621621,1.1000359562586144e-05,-4.958593119069508,0.0464180586507774,1.433530308107417,9143056.305109106,0.1278892226418215,0.0084312727973968,-0.0086500982750419,-0.8931660524282903,0.0277272082409362,0.0304151694435225,1746.8861403447504,3.2422645991835903,0.8752708349805298,0.04515894579754526,0.7194240685555464,B,39.50803308666324
D25-0826,643730768547.591,15084970733.882004,38864435308793.305,1.2315396389076896,1.8860116747051985e+25,8.925506982909095e+24,3.33034719525593e+24,2.219046394230791e+25,3.714382501809098,0.0116914983889925,1.115659323394063e-05,-4.952468400879901,0.0461187503955446,1.438383771239316,9174011.692964356,0.1283222135758456,0.0085417647134326,-0.0087946391063255,-0.8916981573557087,0.0279873170403327,0.0308337360337088,1759.7603461496622,3.245453527228034,0.6110259462060909,0.15008010665817373,0.8984255239822341,B,35.11247834887652
D25-2453,354460924876.72894,15000015628.226654,19010963810887.76,0.6024210906687378,2.0491321484558784e+25,9.675289843667989e+24,1.5589764384535677e+24,2.205029792301235e+25,3.690920612469008,0.0116176490637578,1.1086122636004198e-05,-4.955220321499888,0.0463799516775735,1.4360907776442855,9159386.979815252,0.128117649244884,0.0084876045310004,-0.0087160660874423,-0.8923910385481879,0.0278584409830057,0.0305988762666467,1754.2333734396855,3.2440873689930054,0.785866430874691,0.07070092403724729,0.8945323169257245,B,37.887559925433365
D25-3734,344848636307.5743,15096378215.745804,18579436233367.133,0.588746806898089,2.050499603153616e+25,9.651712101588528e+24,1.4933522292953513e+24,2.199834826083151e+25,3.6822249440647306,0.0115902783249902,1.106000415325868e-05,-4.9562447099447935,0.046083901056107,1.4352767336999852,9154195.007538505,0.1280450261223424,0.0084921399402807,-0.0087088855073711,-0.892637286930613,0.0278881714127466,0.0305907246151396,1752.086233571253,3.24355547731295,0.7901766722540216,0.06788474350841577,0.8892895610107842,B,37.88044917824021
D25-4911,284869395608.688,14966714247.983831,7483957363756.935,0.23715229813917835,2.1213957830997822e+25,8.002995160895238e+24,8.871540996485952e+23,2.210111193064642e+25,3.6994261877149106,0.0116444214597715,1.111167015115456e-05,-4.954220659068463,0.0464831484367865,1.4369136645938754,9164635.352779737,0.1281910612765028,0.008510929420025,-0.0087249209928249,-0.8921422569828302,0.027917095926821,0.0306129102991808,1756.2626617239232,3.2445894682937153,0.9094994195284439,0.04014069981784159,0.6057844050234602,B,40.006067982815274
D25-5666,391929377300.6545,15102220687.093962,22809727236958.996,0.7227966396988046,2.0283491924268644e+25,9.873250641052773e+24,1.8316041058412512e+24,2.2115096030109896e+25,3.701766936177211,0.011651789267708,1.1118700869839065e-05,-4.953945953583124,0.0460660729580339,1.4371093246694224,9165883.272741577,0.1282085166555919,0.0085194814564446,-0.0087313841446172,-0.8920831244765228,0.0279405796479969,0.0306320846714391,1756.8954122270998,3.24474590876644,0.7489233359732091,0.08282144031151871,0.9484170801085203,B,37.153473117630206
D25-5953,388481854892.4841,15017889039.698025,22068544108415.0,0.6993099636352258,2.0575716279040805e+25,9.972493829768813e+24,1.898871733929599e+24,2.2474588012970404e+25,3.7619410151937336,0.0118411949488779,1.1299440931609052e-05,-4.946943043801861,0.0463247529769995,1.442410364864347,9199693.307104804,0.1286814371832485,0.008645520468861,-0.0088816677494172,-0.8904840973094769,0.0282398960929786,0.0310599204778909,1772.3552017157995,3.2485507642136104,0.7559923775539037,0.08448972380867374,0.9405153836467436,B,37.15413713422378
D25-6354,393105676121.06384,15062730359.157091,22527866897051.69,0.7138650244965299,2.039491421364268e+25,9.930195919724525e+24,1.8715533256495012e+24,2.2266467539292185e+25,3.727104472446886,0.0117315424337682,1.1194805198236391e-05,-4.950983459214658,0.0461868455062041,1.439437856055599,9180734.64592261,0.128416251411663,0.0085749592812096,-0.008786764970388,-0.8913800116893478,0.0280727155608205,0.0307817499591674,1763.2024375312617,3.2463021775605547,0.7516037592451931,0.08405254773110701,0.9489214750764687,B,37.15115935753561
D25-6357,298350013958.9245,15061911694.637718,10961154917518.637,0.3473380395695058,2.1144834862211284e+25,9.228218730922138e+24,1.0942847002635929e+24,2.2239119562474876e+25,3.722526792285976,0.0117171335945599,1.118105558696575e-05,-4.9515171934126005,0.0461893559134117,1.4390790871380856,9178446.41776671,0.128384244639494,0.0085667467314575,-0.0087952868319521,-0.8914882697715728,0.0280534501759046,0.0308206491098473,1761.9150267688233,3.2459849595270622,0.8702844072869066,0.04920539669700016,0.7743992614389789,B,39.1151213488329
D25-6609,1073628267134.152,14964885778.541262,51512650666197.07,1.6323373978438496,1.622602544117718e+25,8.112202808533416e+24,6.434922018796144e+24,2.2660947459973324e+25,3.79313505740908,0.0119393822233789,1.139313597786492e-05,-4.943356719254774,0.0464888279332937,1.4452791865715624,9217990.651953423,0.1289373727403545,0.0087638164611687,-0.0089636985881901,-0.8896211833260235,0.0285588742106107,0.0312928574992364,1779.9641723739608,3.250411260793791,0.5205158399874914,0.28396526800842414,0.9998003623959156,B,33.75186573315112
D25-6632,725114099306.5348,15028555218.95423,42463394904651.86,1.3455837866203977,1.8413337160973788e+25,8.880542680234763e+24,3.988124180435297e+24,2.2401461341409085e+25,3.7497006028270032,0.0118026666709215,1.1262675385323824e-05,-4.948358433013078,0.0462918750248575,1.4412600774051114,9192356.7736898,0.1285788168423012,0.0086340482927461,-0.0088411838275476,-0.8908305748509618,0.0282254077611996,0.030938756430333,1769.4093998014832,3.2478283300853636,0.5837785783855977,0.17802964367611376,0.931578111557725,B,34.676966874922876
D25-7678,729810274848.4277,14989222186.051023,43497341376944.35,1.3783475732294075,1.8065638063660673e+25,8.701252919261316e+24,3.746574522069691e+24,2.181221258573037e+25,3.6510683582287777,0.0114922089492783,1.0966421611729696e-05,-4.959935061377224,0.0464133489626579,1.4325099956651963,9136548.752352623,0.1277981977333495,0.0083930290437668,-0.0085709270525224,-0.8934752707471044,0.0276244026630296,0.0301491269390834,1743.97836717952,3.241541093513503,0.5761777746890676,0.17176499208157886,0.9291857164231816,B,34.90999044717656
D25-8213,970688598862.9292,14967626399.226568,50063882606684.6,1.5864287083518582,1.6824590582812157e+25,8.411614547442311e+24,5.804680719067622e+24,2.2629271301879778e+25,3.787832898443269,0.0119226929936142,1.1377210307631864e-05,-4.9439642139097835,0.0464803156789074,1.44482886417848,9215118.495730344,0.1288971982281981,0.0087408701634189,-0.0089742948843717,-0.8897565225787724,0.0284950916951429,0.0313413431468865,1778.5842601591287,3.2500744446442784,0.5301626231647012,0.256512047676296,0.9998381680963061,B,33.89049091302124
D25-8363,333368494472.4327,15092553421.050665,16185493660889.988,0.5128873444396909,2.110984025240159e+25,1.005984482297381e+25,1.5237874133747998e+24,2.263362766577639e+25,3.7885620946363345,0.0119249882327589,1.137940053583529e-05,-4.9438806158703095,0.0460955797598607,1.444857932045124,9215303.8905838,0.1288997914533626,0.0087497921733448,-0.0089730452330646,-0.8897477852899415,0.0285226873331528,0.0313361638838326,1778.8550789395142,3.2501405681060906,0.8145211065456766,0.06732404702755058,0.9103935732120711,B,37.92477539625702
D24-0485,533419529421.3191,15054140768.608835,29133876814480.07,0.9231968468603465,1.9882655154258663e+25,9.941291761470565e+24,3.076506203226247e+24,2.295916135748491e+25,3.843052016585469,0.0120965022958297,1.1543067550268936e-05,-4.9376787628335395,0.0462131987931643,1.4499481327170571,9247769.19046939,0.1293539024012391,0.0088811200826486,-0.0090771159613934,-0.8882204647768966,0.0288385522764452,0.0315977191375429,1791.7927710926103,3.2532877801167714,0.6912327102574866,0.13399906709672896,0.9999927946183332,B,35.86799650641248
D24-0784,328902004151.81366,15040223693.773748,13786434777045.863,0.43686575585741194,2.130362168900509e+25,1.01912198195606e+25,1.5342793156192304e+24,2.283790100462432e+25,3.8227546792247193,0.0120326138064406,1.1482102063662302e-05,-4.939978597035693,0.0462559609594105,1.4480405659898503,9235602.729883265,0.1291837230722775,0.008847485328016,-0.00901416266445,-0.8887922032543495,0.0287694933056212,0.0314133242626808,1787.0282698442545,3.2521314228695233,0.8396700160656196,0.06718127534174716,0.9171032454813534,B,38.287119718138776
D24-5970,332678863404.87604,15067735042.261269,12806959097427.95,0.4058280445099738,2.1960234851609955e+25,1.0568109535770775e+25,1.710548250585015e+24,2.367078310219497e+25,3.962167838739073,0.0124714347219151,1.1900846205226233e-05,-4.9244221571625575,0.0461715047449887,1.4610939632854942,9318857.297834884,0.1303482529210944,0.0092051877689132,-0.0093067768316352,-0.8848947853764573,0.029635333863332,0.0321710033956061,1819.2526951626849,3.259893026986874,0.8501595699158186,0.0722641174649772,0.9276679498141823,B,37.96363856438359
D24-6143,670916191681.9802,15045022430.537449,32964634644436.27,1.0445862373702774,1.9101876272088248e+25,9.136978519746454e+24,3.8694196920826025e+24,2.297129596417085e+25,3.845083185057556,0.0121028956607854,1.1549168408331248e-05,-4.937449285786991,0.0462412072306327,1.450096770241256,9248717.20059873,0.1293671627678443,0.0088893918766394,-0.0090716995057508,-0.8881759465306074,0.0288616765865503,0.0315748044952255,1792.3722881519175,3.253428220670741,0.6584711997170053,0.1684458594812358,0.9169164347520999,B,35.395569847622816
D24-6384,538310731799.6191,15077643012.81065,28414990840887.996,0.9004167250008871,2.031488864962108e+25,1.0157407926555163e+25,3.3835866881104625e+24,2.369847533773154e+25,3.966803143137414,0.012486024940849,1.1914768897803693e-05,-4.923914376933301,0.046141164067149,1.4615834724725036,9321979.387429629,0.1303919233960391,0.0092131711229711,-0.0092931479560595,-0.884749308398296,0.0296505754040884,0.0321109400552539,1820.1612037528907,3.2601098532598085,0.6975600400961146,0.1427765558708025,0.9999928332120201,B,35.54788181994074
D24-6775,388045992355.90625,14970019875.372238,17554636506077.629,0.5562728631479462,2.1443625646390035e+25,1.0371251822713518e+25,2.144985164922348e+24,2.3588610811312383e+25,3.948413312462318,0.0124281405749801,1.1859532836255598e-05,-4.925932418107699,0.0464728841906565,1.4600518059875196,9312210.4185884,0.1302552791723325,0.0091421337553482,-0.0093059824473127,-0.8852046659635535,0.0294593797423418,0.0321919865913892,1815.526227525019,3.2590025272159253,0.8005076858664915,0.09093308555049279,0.9366782577857189,B,37.303251454026025
D24-6893,361061364194.0879,15018000032.300455,16335881325422.363,0.5176528419595395,2.1038830204341346e+25,1.0006190104334826e+25,1.7483970956107654e+24,2.2787227299952112e+25,3.814272588790484,0.0120059153319031,1.1456625087959836e-05,-4.940943298733357,0.0463244106075176,1.447211131797795,9230312.598606337,0.1291097269429633,0.008844530947165,-0.0089939155652714,-0.8890410373732216,0.028776146680271,0.0313587833495196,1785.107560665382,3.2516643894096036,0.8129699461003751,0.07672706611455268,0.9069624327117236,B,37.89976009023668
D24-7337,439970178310.305,15089954860.883078,23301556526159.777,0.7383817694045104,2.0744924057195428e+25,1.0372436571385345e+25,2.457569263204414e+24,2.320249332039984e+25,3.88378248475107,0.012224706702002,1.166540639537448e-05,-4.933100126806428,0.0461035176323441,1.453583547292447,9270955.864631226,0.1296782278385165,0.0089953275825043,-0.0091057697002092,-0.887132933116452,0.029126583593433,0.0316189518205669,1801.7368159143048,3.2556913528229936,0.7442690317015517,0.105918326503458,0.9999950913968508,B,36.50294346789482
D24-8467,381130402355.8131,14971521006.359894,16909580907343.545,0.5358322846903296,2.1610599369139767e+25,1.040123066831628e+25,2.1301058525323025e+24,2.374070522167207e+25,3.9738718525780974,0.0125082746162655,1.1936000614214214e-05,-4.923141167523062,0.0464682245514311,1.4623593031071205,9326927.635217212,0.1304611374030271,0.0092244200997231,-0.0093052609406975,-0.884518839475151,0.0296703449371866,0.0321366768159233,1821.4704282577447,3.2604221248237577,0.8070796522773468,0.08972378169237374,0.9279051252504668,B,37.3270423328367
D24-8474,428006002238.93256,15104507445.08561,21251621881027.152,0.6734232603565276,2.1073931610502124e+25,1.0494725505701246e+25,2.4438025571506173e+24,2.3517734167652743e+25,3.936549524229645,0.0123907977701015,1.182389852571782e-05,-4.927239306106718,0.046059098751105,1.458603537290279,9302973.3608374,0.1301260750970374,0.0091382612988721,-0.0092527923554219,-0.8856356693409112,0.0294755833995878,0.032034013587788,1813.6673965918528,3.2585576459716217,0.7638611064809747,0.10391318056957731,0.9920144670344124,B,36.61952850513663
D24-8760,313169934964.8749,15054370196.045952,11243152010516.39,0.35627398821571954,2.1597112668150197e+25,1.0035349017322817e+25,1.3790250382119917e+24,2.2976137706362188e+25,3.8458936269897537,0.0121054466313815,1.1551602667854291e-05,-4.937357757631606,0.0462124945075899,1.4501137450987798,9248825.466240017,0.129368677142058,0.0089011868070096,-0.0090691265514256,-0.888170862701751,0.0288983982211473,0.031565132372145,1792.7081016793907,3.2535095811684136,0.8671792334193269,0.06001988044448976,0.8679773536630521,B,38.65526657754757
D24-8891,309287110421.4722,14963525173.984282,8969332188834.83,0.2842209860329946,2.231733262812981e+25,1.0004004328697732e+25,1.409001700273454e+24,2.3726334328403266e+25,3.971466360082231,0.012500703018126,1.1928775429061471e-05,-4.923404137360512,0.0464930550729817,1.4619937799008376,9324596.32820754,0.1304285280619865,0.0092319848243199,-0.0092916962410557,-0.88462740687985,0.0297010394816238,0.0320963820616473,1821.2782021387611,3.260376289795706,0.8925360317690798,0.05938556208350778,0.8124533095701786,B,38.78203338105577
D25-1029,1101754626566.427,14997039303.54238,51389905747633.1,1.6284478460856688,1.6244652142026322e+25,8.121479368644259e+24,7.010438217452512e+24,2.3255090359478832e+25,3.892586515262099,0.0122524185244883,1.1691850356701274e-05,-4.9321167517883255,0.0463891562807114,1.4545460172364852,9277094.497934302,0.1297640924569784,0.0090001255807207,-0.0091487106739616,-0.8868454662813747,0.0291229589695224,0.031751837875424,1803.4320941207045,3.2560997941709413,0.5213262996091728,0.3014582230851251,0.9997915340735638,B,33.43936860375105
D25-1112,361369968299.29474,15082407078.912647,18084450566453.145,0.5730616576182328,2.1209544498975227e+25,1.0102625540474732e+25,1.790996679206955e+24,2.300054117818218e+25,3.849978436976027,0.0121183040980938,1.1563871884455597e-05,-4.9368967285010505,0.0461265894999404,1.450512917120938,9251371.38539734,0.1294042883874747,0.0089136259954058,-0.009064052819271,-0.8880513311467902,0.0289297629826742,0.0315378115573797,1793.6245811767424,3.2537315471890476,0.7951498726431558,0.07786758865073383,0.9095794772809481,B,37.41884115487788
D25-2394,807553307581.8373,15038744460.37563,45177153491808.82,1.4315776070363024,1.8069225855766487e+25,8.864978679835961e+24,4.831496133072648e+24,2.2900721988839134e+25,3.833270059395255,0.0120657123228867,1.151368626889851e-05,-4.938785608608737,0.0462605107649141,1.4490392951006312,9241972.624151826,0.1292728224717706,0.0088619603413335,-0.009050103658284,-0.8884927689413806,0.0287958181338223,0.031520685829423,1789.4746178190942,3.2527255426705417,0.5640394727348573,0.2109757122691293,0.963140005954885,B,34.14743927765859
D25-2951,395809332839.61505,15106104990.089815,20414209967193.516,0.6468872780944532,2.1487448414815983e+25,1.0452258489848405e+25,2.2345084424362523e+24,2.3721956857252234e+25,3.9707336308212366,0.012498396658194,1.1926574588864877e-05,-4.923484271397944,0.046054227774559,1.4619460070889505,9324291.633213326,0.1304242661166749,0.0092284024428718,-0.0092922548913943,-0.8846415983270759,0.0296908371798024,0.032099473547417,1821.0611889895674,3.2603245386527253,0.7720122113760932,0.09419578898496826,0.9471752240711085,B,36.63306727038866
D25-3124,462024678564.68695,15050232790.25023,28214518957280.266,0.8940641543488815,2.050736294896456e+25,1.025349636043176e+25,2.592074176202845e+24,2.30994371251674e+25,3.8665322763160592,0.0121704094442399,1.161359332587602e-05,-4.935033385760955,0.0462251986195645,1.4520441792070184,9261137.774982365,0.1295408965336312,0.0089493893103644,-0.0091013860812293,-0.8875931015830247,0.0290124132339913,0.0316379168390614,1797.5394513479027,3.254678430801612,0.6993348137917136,0.1122137375970394,0.9999638938055377,B,35.91737047946391
D25-3692,514024575752.26514,15068398947.53062,31205117009176.836,0.988830488033844,2.051557396950389e+25,1.0257563355341809e+25,3.1997313788422233e+24,2.3715305348346116e+25,3.96962025850258,0.0124948921751033,1.1923230441601869e-05,-4.923606062306562,0.0461694704541924,1.4618457637401612,9323652.281134749,0.130415323128948,0.0092215319821186,-0.0092900914835565,-0.8846713782407333,0.0296714373510057,0.0320940011351689,1820.800263528615,3.260262307571422,0.6733216053433879,0.13492263042125957,0.9999563990682896,B,35.196609055005695
D25-3884,464912437593.1352,15096430283.057829,27989808606764.27,0.8869435130290095,2.0723952818657455e+25,1.0361789237160728e+25,2.7188436187305153e+24,2.344279643738797e+25,3.9240059652150863,0.0123513152989399,1.1786222442125677e-05,-4.9286253666961475,0.0460837421135749,1.4575638161752245,9296342.019565582,0.1300333186869241,0.0090796362883072,-0.0092381979299476,-0.8859453533249824,0.0293129291277624,0.0320052543693504,1810.4684180395527,3.257790953350335,0.7013295381351065,0.11597778558509945,0.9999638739214011,B,35.7210496067185
D25-4155,431270617495.8984,15064143709.495705,24693007001004.13,0.7824741742402505,2.105267357044345e+25,1.0501693954678392e+25,2.4858580573256107e+24,2.353853162776906e+25,3.940030736796401,0.0124017553360216,1.183435476509254e-05,-4.926855415774515,0.0461825121570942,1.4590585143967123,9305875.204822231,0.1301666648691075,0.0091303520155422,-0.0092929211266801,-0.8855002225038083,0.0294420383936165,0.0321678040644246,1814.1393459862647,3.2586706426296197,0.7312574666417234,0.1056080343768332,0.9953288070983451,B,36.14659205320473
D25-4555,328776087441.4159,15066119035.424774,14215890690728.178,0.45047439256243116,2.2078422895823437e+25,1.0641418934311305e+25,1.7130298701625103e+24,2.3791452765985947e+25,3.982366302766219,0.0125350119947238,1.1961514713919531e-05,-4.9222138211633455,0.0461764571462769,1.4633486626797092,9333237.770571183,0.1305494009199796,0.009217405664534,-0.0093535356346261,-0.8842251167766477,0.0296291592245777,0.0322870795183788,1822.8965617187355,3.260762025786468,0.8351117280580469,0.07200190282669862,0.9304376364755897,B,37.64581776481427
D25-5329,271476786602.2061,15020259453.21376,2570773218051.505,0.08146288748356988,2.2362200179858557e+25,9.459248632926604e+24,8.497067391690187e+23,2.3211906919027574e+25,3.8853581934028942,0.0122296664483812,1.1670139225252678e-05,-4.932923962772255,0.0463174422630327,1.4537490763813112,9272011.609160002,0.1296929951485481,0.0090049768715179,-0.0091141344993726,-0.8870834799720952,0.0291535910314394,0.0316453441319576,1802.057359950658,3.255768610568452,0.9679400213955989,0.036606502952693035,0.7331073513312395,B,40.32006126801719
D25-5438,546266234912.3536,15032378810.257149,33159748134610.523,1.050769010780621,2.0308223358374127e+25,1.015386265102304e+25,3.484218400033518e+24,2.3792441758407646e+25,3.982531846675311,0.0125355330655467,1.1962011944900776e-05,-4.922195768250454,0.0462801003607824,1.4633752117935312,9333407.100819144,0.1305517694402051,0.009224066074473,-0.0093542994160621,-0.884217237568272,0.0296493345163657,0.0322892083277157,1822.9061926036475,3.2607643202826075,0.6568447404617662,0.14644223722024172,0.9999509514835645,B,34.94737260109973
D25-8123,757515566132.9912,15016243142.842669,43217275703126.19,1.3694728275637624,1.845731347233356e+25,8.975223575854524e+24,4.500028224106491e+24,2.295734169644005e+25,3.842747430022438,0.0120955435703056,1.1542152688004048e-05,-4.937713184825571,0.0463298305296553,1.4499184644762169,9247579.966429312,0.1293512556150242,0.0088805372932036,-0.0090710822828788,-0.88822935122243,0.0288372922102819,0.0315766034999045,1791.7240822922902,3.2532711310158064,0.5782267819043125,0.1960169554301795,0.9465448728963513,B,34.32008404020537
D25-8161,835924192593.8042,14994526870.389402,45273008679293.92,1.4346150746347606,1.824848195877048e+25,8.996530855519952e+24,5.572219977505535e+24,2.3820701936276014e+25,3.9872622169120575,0.0125504225164784,1.1976220179123186e-05,-4.921680228221181,0.0463969290937642,1.4639914859101093,9337337.697134675,0.1306067489668029,0.0092299402043488,-0.0093670146216312,-0.8840343807691333,0.0296555136529893,0.0323206431399702,1823.5351820501496,3.260914146713604,0.5633545882329324,0.23392341638009106,0.9723928234293371,B,33.689215177624106
D25-8198,393474149962.9541,15007647909.389954,21319665563410.94,0.6755794345390949,2.1051298170298376e+25,1.023449156310871e+25,2.086599322310047e+24,2.313789749260842e+25,3.87297001985344,0.0121906730730286,1.1632929860537166e-05,-4.934310890429337,0.0463563647148675,1.452547889372006,9264350.438414654,0.1295858339172866,0.0089815527808095,-0.009091922539054,-0.8874424721368508,0.0291034986339936,0.0315924255302095,1799.283789532042,3.2550996672408816,0.7632025834611172,0.09018102543572194,0.9461657155177474,B,36.91647672134544
D25-8390,365486331277.3724,15029964262.219584,18652018954497.78,0.5910468145390582,2.12160476613322e+25,1.0110951010948016e+25,1.8479327725265705e+24,2.306398043385877e+25,3.8605973073982742,0.0121517283634661,1.1595766935072283e-05,-4.935700522174338,0.0462875352104969,1.4515149912787362,9257762.61437578,0.1294936862079083,0.0089542779281937,-0.0090822954900413,-0.8877514061920876,0.0290379800623588,0.0315810214050298,1796.0892089902266,3.2543279036063546,0.7894500416029236,0.08012202307515563,0.9104784342960422,B,37.34982284037411
D25-8436,749682244246.9436,15040181286.2906,42898695703612.83,1.3593776365633898,1.849069430522241e+25,8.968783057127678e+24,4.401657548799559e+24,2.289235185402197e+25,3.83186901242375,0.0120613023466922,1.1509478056320747e-05,-4.938944370757652,0.0462560913832962,1.4489864865858326,9241635.81144444,0.1292681112774078,0.0088553144889381,-0.0090437718130828,-0.8885085965759876,0.0287759378503486,0.0314990037691371,1788.9509610317332,3.25259843579084,0.580566426478827,0.19227633651918682,0.9419099615029775,B,34.36781228270099
D25-8750,965713562728.7024,15009334711.845016,49544770203046.89,1.5699790289200348,1.7049136444346846e+25,8.523893497470278e+24,6.096641553571937e+24,2.3145777997918782e+25,3.8742891094906065,0.012194825077934,1.1636891904433776e-05,-4.934162999840801,0.0463511550216126,1.452746450438564,9265616.86089716,0.1296035481018458,0.0089688785636805,-0.0090959899920484,-0.8873831088052395,0.0290599311565948,0.0316026049275192,1799.4046198491833,3.2551288311661963,0.5336625270760267,0.26340188496235184,0.9998417113254485,B,33.64707388896508
D25-8760,313169934964.8749,15031894284.460333,11243152010516.39,0.35627398821571954,2.2282905366499254e+25,1.0265973192647595e+25,1.4848306939264672e+24,2.376773606042572e+25,3.978396448131251,0.0125225163648186,1.194959077950011e-05,-4.922646967121538,0.0462815921157189,1.4629360270433405,9330605.980482426,0.1305125885481232,0.0092229469020686,-0.009328332524809,-0.8843475965761893,0.0296544600091842,0.0322062024577025,1822.1068442139615,3.2605738394273582,0.8671792334193269,0.06247253378073197,0.8542923471754232,B,38.234513804431344
D24-0988,821615963045.8746,14997845228.407404,35955211746923.24,1.139351907208509,1.8561582380554296e+25,9.153753550292988e+24,5.77709301785943e+24,2.4338675398413727e+25,4.073963944697821,0.0128233273964245,1.2236639214888753e-05,-4.9123378445144255,0.0463866635109872,1.4729454493626433,9394446.07603494,0.1314055569299353,0.0095650858391986,-0.0093970129073814,-0.8813862687718369,0.03051494872621,0.0322234866852053,1840.6037665864947,3.2649603064257655,0.6339781664693532,0.23736267168573816,0.9729932076196944,B,34.362328223473064
D24-1507,546029224304.9983,15093037710.597454,27263930185789.836,0.863941813882863,2.0994343187868143e+25,1.0497134268339313e+25,3.9304062594205393e+24,2.492474944728868e+25,4.172064786463238,0.0131321124590562,1.253129685635429e-05,-4.902003981806013,0.0460941006932964,1.48301658023168,9458679.748717654,0.1323040305029605,0.0098868755351517,-0.0094373257822527,-0.8784269252869332,0.0312987468300511,0.0321388640407959,1859.4113695408628,3.2693754821643712,0.7078120224514812,0.15769090348260612,0.9999928884725369,B,35.02306373596172
D24-2008,649037273730.1221,14961722193.823826,31102886218036.523,0.9855909897468922,1.9850036030658792e+25,9.553299308602426e+24,4.263043990010295e+24,2.411308002066909e+25,4.036202340174264,0.0127044678717961,1.2123217707727043e-05,-4.916382095743772,0.0464986577739816,1.4694353446413202,9372058.62812234,0.1310924107329819,0.0094495810173014,-0.0094192699695584,-0.8824224499742329,0.0302285540069964,0.0323828313325769,1832.265556188851,3.2629884176012114,0.6741946605482252,0.1767938391261559,0.9277987353156808,B,35.07369880687855
D24-2027,350786197138.25037,15032167769.369593,13772808349956.557,0.43643396043921456,2.207277311760829e+25,1.0591883161510497e+25,1.917683343361458e+24,2.399045646096975e+25,4.01567682048973,0.0126398611490883,1.20615668481497e-05,-4.918596271855462,0.0462807501003014,1.4672298810859905,9357992.181566443,0.1308956552001125,0.0093224322284534,-0.0094155833690941,-0.8830747686817264,0.0298788077314178,0.0324201912741725,1828.4322757111756,3.2620788789045094,0.8398150548569702,0.07993525869261184,0.9225663865791934,B,37.64448377825
D24-3379,531411315183.3645,14987542430.403744,27288589968602.3,0.8647232352460992,2.07685292314861e+25,1.0384229038144994e+25,3.593959781758429e+24,2.436248901324453e+25,4.077950020629461,0.0128358740849549,1.2248611871917811e-05,-4.911913126852564,0.046418550821828,1.473357359019738,9397073.23582789,0.1314423045351632,0.0095799975327916,-0.0093999159949377,-0.881264835162382,0.0305526350456653,0.0322244660336803,1841.3746368389634,3.265142156868718,0.7075908172499766,0.1475202217558556,0.9999931478101762,B,35.412334219392605
